A3068629,,,,,A3090893,,,,,,,,,
A3068630,,,,,A3091384,,,,,,,,,
A3068633,,,,,A3091681,,,,,,,,,
A3070351,,,,,A3092014,,,,,,,,,
A3071013,,,,,A3092237,,,,,,,,,
A3073935,,,,,A3092402,,,,,,,,,
A3075872,,,,,A3093117,,,,,,,,,
A3075973,,,,,A3093298,,,,,,,,,
A3077161,,,,,A3093649,,,,,,,,,
A3077397,,,,,A3093874,,,,,,,,,
A3077563,,,,,A3094344,,,,,,,,,
A3078282,,,,,A3094804,,,,,,,,,
A3078536,,,,,A3095055,,,,,,,,,
A3079055,,,,,A3095069,,,,,,,,,
A3079919,,,,,,,,,,,,,,
A3080212,,,,,,,,,,,,,,
A3080271,,,,,,,,,,,,,,
A3080476,,,,,,,,,,,,,,
A3080907,,,,,,,,,,,,,,
A3081077,,,,,,,,,,,,,,
A3081265,,,,,,,,,,,,,,
A3083095,,,,,,,,,,,,,,
A3083321,,,,,,,,,,,,,,
A3083362,,,,,,,,,,,,,,
A3083835,,,,,,,,,,,,,,
A3084241,,,,,,,,,,,,,,
A3084381,,,,,,,,,,,,,,
A3084414,,,,,,,,,,,,,,
A3084560,,,,,,,,,,,,,,
A3085155,,,,,,,,,,,,,,
A3085797,,,,,,,,,,,,,,
A3086143,,,,,,,,,,,,,,
A3086253,,,,,,,,,,,,,,
A3086814,,,,,,,,,,,,,,
A3087049,,,,,,,,,,,,,,
A3087071,,,,,,,,,,,,,,
A3087077,,,,,,,,,,,,,,
A3087082,,,,,,,,,,,,,,
A3087177,,,,,,,,,,,,,,
A3087798,,,,,,,,,,,,,,
A3088038,,,,,,,,,,,,,,
A3088215,,,,,,,,,,,,,,
A3088310,,,,,,,,,,,,,,
A3088484,,,,,,,,,,,,,,
A3088752,,,,,,,,,,,,,,
A3088980,,,,,,,,,,,,,,
A3088992,,,,,,,,,,,,,,
A3089261,,,,,,,,,,,,,,
A3089295,,,,,,,,,,,,,,
A3089507,,,,,,,,,,,,,,
A3089783,,,,,,,,,,,,,,
A3089899,,,,,,,,,,,,,,
A3089957,,,,,,,,,,,,,,
A3090181,,,,,,,,,,,,,,
A3090196,,,,,,,,,,,,,,
A3090758,,,,,,,,,,,,,,
A3090759,,,,,,,,,,,,,,
A3090769,,,,,,,,,,,,,,
A3090893,,,,,,,,,,,,,,
A3091384,,,,,,,,,,,,,,
A3091681,,,,,,,,,,,,,,
A3092014,,,,,,,,,,,,,,
A3092237,,,,,,,,,,,,,,
A3092402,,,,,,,,,,,,,,
A3092406,,,,,,,,,,,,,,
A3092723,,,,,,,,,,,,,,
A3093117,,,,,,,,,,,,,,
A3093298,,,,,,,,,,,,,,
A3093450,,,,,,,,,,,,,,
A3093649,,,,,,,,,,,,,,
A3093874,,,,,,,,,,,,,,
A3094299,,,,,,,,,,,,,,
A3094344,,,,,,,,,,,,,,
A3094804,,,,,,,,,,,,,,
A3095055,,,,,,,,,,,,,,
A3095069,,,,,,,,,,,,,,
A3095228,,,,,,,,,,,,,,
A912739,,,,,,,,,,,,,,
A922854,,,,,,,,,,,,,,
A967162,,,,,,,,,,,,,,
A974479,,,,,,,,,,,,,,
A979189,,,,,,,,,,,,,,
