A3084933,,,,,,,,,,,,,,
A3085010,,,,,,,,,,,,,,
A3085089,,,,,,,,,,,,,,
A3085369,,,,,,,,,,,,,,
A3085496,,,,,,,,,,,,,,
A3085700,,,,,,,,,,,,,,
A3085817,,,,,,,,,,,,,,
A3085839,,,,,,,,,,,,,,
A3085950,,,,,,,,,,,,,,
A3086391,,,,,,,,,,,,,,
A3086400,,,,,,,,,,,,,,
A3086926,,,,,,,,,,,,,,
A3087034,,,,,,,,,,,,,,
A3087118,,,,,,,,,,,,,,
A3087124,,,,,,,,,,,,,,
A3087130,,,,,,,,,,,,,,
A3087828,,,,,,,,,,,,,,
A3088221,,,,,,,,,,,,,,
A3088525,,,,,,,,,,,,,,
A3089579,,,,,,,,,,,,,,
A3092792,,,,,,,,,,,,,,
A3093227,,,,,,,,,,,,,,
A441037,,,,,,,,,,,,,,
A898493,,,,,,,,,,,,,,
