A3055751,,A3055751,,,A3055751,,,,,,,,,
A3057069,,A3057069,,,A3057069,,,,,,,,,
A3060240,,A3060240,,,A3060240,,,,,,,,,
A3061065,,A3061065,,,A3061065,,,,,,,,,
A3061107,,A3061107,,,A3061107,,,,,,,,,
A3061691,,A3061691,,,A3061691,,,,,,,,,
A3064156,,A3064156,,,A3064156,,,,,,,,,
A3066715,,A3066715,,,A3066715,,,,,,,,,
A3067523,,A3067523,,,A3067523,,,,,,,,,
A3067732,,A3067732,,,A3067732,,,,,,,,,
A3067786,,A3067786,,,A3067786,,,,,,,,,
A3068850,,A3068850,,,A3068850,,,,,,,,,
A3070941,,A3070941,,,A3070941,,,,,,,,,
A3071050,,A3071050,,,A3071050,,,,,,,,,
A3071758,,A3071758,,,A3071758,,,,,,,,,
A3073964,,A3073964,,,A3073964,,,,,,,,,
A3074318,,A3074318,,,A3074318,,,,,,,,,
A3074953,,A3074953,,,A3074953,,,,,,,,,
A3076114,,A3076114,,,A3076114,,,,,,,,,
A3076264,,A3076264,,,A3076264,,,,,,,,,
A3076302,,A3076302,,,A3076302,,,,,,,,,
A3076314,,A3076314,,,A3076314,,,,,,,,,
A3076646,,A3076646,,,A3076646,,,,,,,,,
A3077035,,A3077035,,,A3077035,,,,,,,,,
A3077353,,A3077353,,,A3077353,,,,,,,,,
A3077525,,A3077525,,,A3077525,,,,,,,,,
A3077631,,A3077631,,,A3077631,,,,,,,,,
A3077793,,A3077793,,,A3077793,,,,,,,,,
A3079035,,A3079035,,,A3079035,,,,,,,,,
A3079822,,A3079822,,,A3079822,,,,,,,,,
A3080637,,A3080637,,,A3080637,,,,,,,,,
A3080817,,A3080817,,,A3080817,,,,,,,,,
A3083057,,A3083057,,,A3083057,,,,,,,,,
A3083238,,A3083238,,,A3083238,,,,,,,,,
A3084148,,A3084148,,,A3084148,,,,,,,,,
A3084966,,A3084966,,,A3084966,,,,,,,,,
A3085018,,A3085018,,,A3085018,,,,,,,,,
A3085171,,A3085171,,,A3085171,,,,,,,,,
A3085311,,A3085311,,,A3085311,,,,,,,,,
A3085688,,A3085688,,,A3085688,,,,,,,,,
A3085782,,A3085782,,,A3085782,,,,,,,,,
A3086340,,A3086340,,,A3086340,,,,,,,,,
A3086343,,A3086343,,,A3086343,,,,,,,,,
A3086523,,A3086523,,,A3086523,,,,,,,,,
A3086936,,A3086936,,,A3086936,,,,,,,,,
A3087029,,A3087029,,,A3087029,,,,,,,,,
A3087086,,A3087086,,,A3087086,,,,,,,,,
A3087257,,A3087257,,,A3087257,,,,,,,,,
A3087356,,A3087356,,,A3087356,,,,,,,,,
A3087463,,A3087463,,,A3087463,,,,,,,,,
A3087768,,A3087768,,,A3087768,,,,,,,,,
A3087961,,A3087961,,,A3087961,,,,,,,,,
A3088107,,A3088107,,,A3088107,,,,,,,,,
A3088280,,A3088280,,,A3088280,,,,,,,,,
A3088426,,A3088426,,,A3088426,,,,,,,,,
A3088437,,A3088437,,,A3088437,,,,,,,,,
A3088438,,A3088438,,,A3088438,,,,,,,,,
A3089576,,A3089576,,,A3089576,,,,,,,,,
A3089934,,A3089934,,,A3089934,,,,,,,,,
A3090725,,A3090725,,,A3090725,,,,,,,,,
A3090912,,A3090912,,,A3090912,,,,,,,,,
A3091403,,A3091403,,,A3091403,,,,,,,,,
A3091450,,A3091450,,,A3091450,,,,,,,,,
A3091476,,A3091476,,,A3091476,,,,,,,,,
A3091800,,A3091800,,,A3091800,,,,,,,,,
A3091908,,A3091908,,,A3091908,,,,,,,,,
A3092051,,A3092051,,,A3092051,,,,,,,,,
A3092105,,A3092105,,,A3092105,,,,,,,,,
A3092149,,A3092149,,,A3092149,,,,,,,,,
A3092168,,A3092168,,,A3092168,,,,,,,,,
A3092855,,A3092855,,,A3092855,,,,,,,,,
A3092868,,A3092868,,,A3092868,,,,,,,,,
A3092916,,A3092916,,,A3092916,,,,,,,,,
A3093285,,A3093285,,,A3093285,,,,,,,,,
A3093970,,A3093970,,,A3093970,,,,,,,,,
A3094013,,A3094013,,,A3094013,,,,,,,,,
A3094065,,A3094065,,,A3094065,,,,,,,,,
A3094218,,A3094218,,,A3094218,,,,,,,,,
A3094428,,A3094428,,,A3094428,,,,,,,,,
A6005050,,A6005050,,,A6005050,,,,,,,,,
A613514,,A613514,,,A613514,,,,,,,,,
A7532144,,A7532144,,,A7532144,,,,,,,,,
A875836,,A875836,,,A875836,,,,,,,,,
A887581,,A887581,,,A887581,,,,,,,,,
A891776,,A891776,,,A891776,,,,,,,,,
A892845,,A892845,,,A892845,,,,,,,,,
A893358,,A893358,,,A893358,,,,,,,,,
D151977,,D151977,,,D151977,,,,,,,,,
A099754,,A3086434,,,A3086434,,,,,,,,,
A1011536,,,,,,,,,,,,,,
A1013237,,,,,,,,,,,,,,
A1106939,,,,,,,,,,,,,,
A1195344,,,,,,,,,,,,,,
A1196525,,,,,,,,,,,,,,
A1258341,,,,,,,,,,,,,,
A1266515,,,,,,,,,,,,,,
A1303464,,,,,,,,,,,,,,
A1335093,,,,,,,,,,,,,,
A1346267,,,,,,,,,,,,,,
A1354145,,,,,,,,,,,,,,
A1362816,,,,,,,,,,,,,,
A1366522,,,,,,,,,,,,,,
A1368930,,,,,,,,,,,,,,
A1407208,,,,,,,,,,,,,,
A1417605,,,,,,,,,,,,,,
A1424123,,,,,,,,,,,,,,
A1429336,,,,,,,,,,,,,,
A1453463,,,,,,,,,,,,,,
A1468141,,,,,,,,,,,,,,
A1468987,,,,,,,,,,,,,,
A1497321,,,,,,,,,,,,,,
A1510612,,,,,,,,,,,,,,
A1510637,,,,,,,,,,,,,,
A1536441,,,,,,,,,,,,,,
A1565415,,,,,,,,,,,,,,
A1566057,,,,,,,,,,,,,,
A1574469,,,,,,,,,,,,,,
A1606352,,,,,,,,,,,,,,
A1608559,,,,,,,,,,,,,,
A1626138,,,,,,,,,,,,,,
A1635792,,,,,,,,,,,,,,
A1638958,,,,,,,,,,,,,,
A1640532,,,,,,,,,,,,,,
A1645705,,,,,,,,,,,,,,
A1645915,,,,,,,,,,,,,,
A233228,,,,,,,,,,,,,,
A3006105,,,,,,,,,,,,,,
A3013018,,,,,,,,,,,,,,
A3015964,,,,,,,,,,,,,,
A3019787,,,,,,,,,,,,,,
A3022103,,,,,,,,,,,,,,
A3025955,,,,,,,,,,,,,,
A3030593,,,,,,,,,,,,,,
A3033403,,,,,,,,,,,,,,
A3033632,,,,,,,,,,,,,,
A3036621,,,,,,,,,,,,,,
A3036996,,,,,,,,,,,,,,
A3037880,,,,,,,,,,,,,,
A3038350,,,,,,,,,,,,,,
A3041144,,,,,,,,,,,,,,
A3044037,,,,,,,,,,,,,,
A3044798,,,,,,,,,,,,,,
A3046034,,,,,,,,,,,,,,
A3046503,,,,,,,,,,,,,,
A3047123,,,,,,,,,,,,,,
A3047834,,,,,,,,,,,,,,
A3049094,,,,,,,,,,,,,,
A3051472,,,,,,,,,,,,,,
A3052689,,,,,,,,,,,,,,
A3053245,,,,,,,,,,,,,,
A3055374,,,,,,,,,,,,,,
A3056965,,,,,,,,,,,,,,
A3058318,,,,,,,,,,,,,,
A3059185,,,,,,,,,,,,,,
A3063026,,,,,,,,,,,,,,
A3064244,,,,,,,,,,,,,,
A3064866,,,,,,,,,,,,,,
A3065121,,,,,,,,,,,,,,
A3068629,,,,,,,,,,,,,,
A3068630,,,,,,,,,,,,,,
A3068633,,,,,,,,,,,,,,
A3068927,,,,,,,,,,,,,,
A3071013,,,,,,,,,,,,,,
A3077161,,,,,,,,,,,,,,
A3077563,,,,,,,,,,,,,,
A3078282,,,,,,,,,,,,,,
A3079055,,,,,,,,,,,,,,
A3080476,,,,,,,,,,,,,,
A3081077,,,,,,,,,,,,,,
A3081265,,,,,,,,,,,,,,
A3082333,,,,,,,,,,,,,,
A3082585,,,,,,,,,,,,,,
A3083321,,,,,,,,,,,,,,
A3083362,,,,,,,,,,,,,,
A3083835,,,,,,,,,,,,,,
A3083869,,,,,,,,,,,,,,
A3083960,,,,,,,,,,,,,,
A3084241,,,,,,,,,,,,,,
A3084381,,,,,,,,,,,,,,
A3084560,,,,,,,,,,,,,,
A3084951,,,,,,,,,,,,,,
A3085314,,,,,,,,,,,,,,
A3085797,,,,,,,,,,,,,,
A3086814,,,,,,,,,,,,,,
A3087071,,,,,,,,,,,,,,
A3087082,,,,,,,,,,,,,,
A3087798,,,,,,,,,,,,,,
A3088310,,,,,,,,,,,,,,
A3088478,,,,,,,,,,,,,,
A3088752,,,,,,,,,,,,,,
A3088992,,,,,,,,,,,,,,
A3089261,,,,,,,,,,,,,,
A3089295,,,,,,,,,,,,,,
A3090196,,,,,,,,,,,,,,
A3090758,,,,,,,,,,,,,,
A3090759,,,,,,,,,,,,,,
A3090769,,,,,,,,,,,,,,
A3090893,,,,,,,,,,,,,,
A3091681,,,,,,,,,,,,,,
A3092071,,,,,,,,,,,,,,
A3092237,,,,,,,,,,,,,,
A3092402,,,,,,,,,,,,,,
A3093117,,,,,,,,,,,,,,
A3093211,,,,,,,,,,,,,,
A3093649,,,,,,,,,,,,,,
A3094080,,,,,,,,,,,,,,
A3094121,,,,,,,,,,,,,,
A3094344,,,,,,,,,,,,,,
A3094367,,,,,,,,,,,,,,
A3094377,,,,,,,,,,,,,,
A3094565,,,,,,,,,,,,,,
A3094841,,,,,,,,,,,,,,
A432311,,,,,,,,,,,,,,
A799176,,,,,,,,,,,,,,
A928430,,,,,,,,,,,,,,
A3086434,,,,,,,,,,,,,,
